"Date and Time Run 1","Time (s) Run 1","Position, Ch C:1 (m) Run 1","Velocity, Ch C:1 (m/s) Run 1","Acceleration, Ch C:1 (m/s²) Run 1"
10/05/2023 01:16:24 pm,17.475,-0.04,-0.32,0.23
10/05/2023 01:16:24 pm,17.500,-0.04,-0.31,0.33
10/05/2023 01:16:24 pm,17.525,-0.05,-0.30,0.40
10/05/2023 01:16:24 pm,17.550,-0.06,-0.29,0.41
10/05/2023 01:16:24 pm,17.575,-0.07,-0.28,0.39
10/05/2023 01:16:24 pm,17.600,-0.07,-0.27,0.39
10/05/2023 01:16:24 pm,17.625,-0.08,-0.26,0.41
10/05/2023 01:16:24 pm,17.650,-0.09,-0.25,0.42
10/05/2023 01:16:24 pm,17.675,-0.09,-0.24,0.45
10/05/2023 01:16:24 pm,17.700,-0.10,-0.23,0.50
10/05/2023 01:16:24 pm,17.725,-0.10,-0.21,0.54
10/05/2023 01:16:24 pm,17.750,-0.11,-0.20,0.58
10/05/2023 01:16:24 pm,17.775,-0.11,-0.19,0.61
10/05/2023 01:16:24 pm,17.800,-0.12,-0.17,0.63
10/05/2023 01:16:24 pm,17.825,-0.12,-0.15,0.65
10/05/2023 01:16:24 pm,17.850,-0.12,-0.14,0.68
10/05/2023 01:16:24 pm,17.875,-0.13,-0.12,0.73
10/05/2023 01:16:24 pm,17.900,-0.13,-0.10,0.76
10/05/2023 01:16:24 pm,17.925,-0.13,-0.08,0.76
10/05/2023 01:16:24 pm,17.950,-0.13,-0.06,0.75
10/05/2023 01:16:24 pm,17.975,-0.14,-0.04,0.76
10/05/2023 01:16:25 pm,18.000,-0.14,-0.02,0.79
10/05/2023 01:16:25 pm,18.025,-0.14,0.00,0.79
10/05/2023 01:16:25 pm,18.050,-0.14,0.02,0.77
10/05/2023 01:16:25 pm,18.075,-0.14,0.03,0.74
10/05/2023 01:16:25 pm,18.100,-0.14,0.05,0.73
10/05/2023 01:16:25 pm,18.125,-0.13,0.07,0.73
10/05/2023 01:16:25 pm,18.150,-0.13,0.09,0.71
10/05/2023 01:16:25 pm,18.175,-0.13,0.11,0.69
10/05/2023 01:16:25 pm,18.200,-0.13,0.12,0.66
10/05/2023 01:16:25 pm,18.225,-0.12,0.14,0.63
10/05/2023 01:16:25 pm,18.250,-0.12,0.15,0.60
10/05/2023 01:16:25 pm,18.275,-0.12,0.17,0.59
10/05/2023 01:16:25 pm,18.300,-0.11,0.18,0.57
10/05/2023 01:16:25 pm,18.325,-0.11,0.20,0.54
10/05/2023 01:16:25 pm,18.350,-0.10,0.21,0.50
10/05/2023 01:16:25 pm,18.375,-0.10,0.22,0.44
10/05/2023 01:16:25 pm,18.400,-0.09,0.23,0.36
10/05/2023 01:16:25 pm,18.425,-0.08,0.24,0.32
10/05/2023 01:16:25 pm,18.450,-0.08,0.25,0.34
10/05/2023 01:16:25 pm,18.475,-0.07,0.26,0.37
10/05/2023 01:16:25 pm,18.500,-0.07,0.27,0.37
10/05/2023 01:16:25 pm,18.525,-0.06,0.28,0.34
10/05/2023 01:16:25 pm,18.550,-0.05,0.28,0.33
10/05/2023 01:16:25 pm,18.575,-0.04,0.29,0.29
10/05/2023 01:16:25 pm,18.600,-0.04,0.30,0.19
10/05/2023 01:16:25 pm,18.625,-0.03,0.30,0.11
10/05/2023 01:16:25 pm,18.650,-0.02,0.30,0.06
10/05/2023 01:16:25 pm,18.675,-0.01,0.31,0.13
10/05/2023 01:16:25 pm,18.700,-0.01,0.31,0.28
10/05/2023 01:16:25 pm,18.725,0.00,0.32,0.36
10/05/2023 01:16:25 pm,18.750,0.01,0.33,0.20
10/05/2023 01:16:25 pm,18.775,0.02,0.33,-0.17
10/05/2023 01:16:25 pm,18.800,0.03,0.32,-0.35
10/05/2023 01:16:25 pm,18.825,0.03,0.30,-0.30
10/05/2023 01:16:25 pm,18.850,0.04,0.31,-0.24
10/05/2023 01:16:25 pm,18.875,0.05,0.30,-0.31
10/05/2023 01:16:25 pm,18.900,0.06,0.29,-0.43
10/05/2023 01:16:25 pm,18.925,0.06,0.28,-0.40
10/05/2023 01:16:25 pm,18.950,0.07,0.27,-0.49
10/05/2023 01:16:25 pm,18.975,0.08,0.26,-0.48
10/05/2023 01:16:26 pm,19.000,0.08,0.23,-0.36
10/05/2023 01:16:26 pm,19.025,0.09,0.24,-0.37
10/05/2023 01:16:26 pm,19.050,0.09,0.23,-0.53
10/05/2023 01:16:26 pm,19.075,0.10,0.20,-0.76
10/05/2023 01:16:26 pm,19.100,0.10,0.19,-0.67
10/05/2023 01:16:26 pm,19.125,0.11,0.17,-0.51
10/05/2023 01:16:26 pm,19.150,0.12,0.17,-0.58
10/05/2023 01:16:26 pm,19.175,0.12,0.15,-0.83
10/05/2023 01:16:26 pm,19.200,0.12,0.12,-1.04
10/05/2023 01:16:26 pm,19.225,0.13,0.09,-0.75
10/05/2023 01:16:26 pm,19.250,0.13,0.07,-0.23
10/05/2023 01:16:26 pm,19.275,0.13,0.09,-0.12
10/05/2023 01:16:26 pm,19.300,0.13,0.09,-0.55
10/05/2023 01:16:26 pm,19.325,0.13,0.06,-1.01
10/05/2023 01:16:26 pm,19.350,0.13,0.02,-1.02
10/05/2023 01:16:26 pm,19.375,0.13,0.00,-0.78
10/05/2023 01:16:26 pm,19.400,0.13,-0.01,-0.76
10/05/2023 01:16:26 pm,19.425,0.13,-0.03,-1.00
10/05/2023 01:16:26 pm,19.450,0.13,-0.06,-1.03
10/05/2023 01:16:26 pm,19.475,0.13,-0.10,-0.57
10/05/2023 01:16:26 pm,19.500,0.13,-0.10,-0.10
10/05/2023 01:16:26 pm,19.525,0.12,-0.08,-0.16
10/05/2023 01:16:26 pm,19.550,0.12,-0.09,-0.69
10/05/2023 01:16:26 pm,19.575,0.12,-0.12,-1.04
10/05/2023 01:16:26 pm,19.600,0.12,-0.15,-0.86
10/05/2023 01:16:26 pm,19.625,0.12,-0.17,-0.56
10/05/2023 01:16:26 pm,19.650,0.11,-0.17,-0.40
10/05/2023 01:16:26 pm,19.675,0.10,-0.19,-0.54
10/05/2023 01:16:26 pm,19.700,0.10,-0.20,-0.80
10/05/2023 01:16:26 pm,19.725,0.09,-0.23,-0.73
10/05/2023 01:16:26 pm,19.750,0.09,-0.25,-0.47
10/05/2023 01:16:26 pm,19.775,0.08,-0.24,-0.26
10/05/2023 01:16:26 pm,19.800,0.07,-0.26,-0.27
10/05/2023 01:16:26 pm,19.825,0.07,-0.27,-0.36
10/05/2023 01:16:26 pm,19.850,0.06,-0.27,-0.17
10/05/2023 01:16:26 pm,19.875,0.06,-0.28,-0.01
10/05/2023 01:16:26 pm,19.900,0.05,-0.27,0.01
10/05/2023 01:16:26 pm,19.925,0.04,-0.27,-0.08
10/05/2023 01:16:26 pm,19.950,0.03,-0.28,-0.27
10/05/2023 01:16:26 pm,19.975,0.03,-0.28,-0.43
10/05/2023 01:16:27 pm,20.000,0.02,-0.30,-0.51
10/05/2023 01:16:27 pm,20.025,0.01,-0.32,-0.28
10/05/2023 01:16:27 pm,20.050,0.00,-0.32,0.17
10/05/2023 01:16:27 pm,20.075,0.00,-0.30,0.45
10/05/2023 01:16:27 pm,20.100,-0.01,-0.29,0.41
10/05/2023 01:16:27 pm,20.125,-0.02,-0.28,0.24
10/05/2023 01:16:27 pm,20.150,-0.02,-0.28,0.16
10/05/2023 01:16:27 pm,20.175,-0.03,-0.27,0.19
10/05/2023 01:16:27 pm,20.200,-0.04,-0.27,0.25
10/05/2023 01:16:27 pm,20.225,-0.04,-0.26,0.33
10/05/2023 01:16:27 pm,20.250,-0.05,-0.25,0.38
10/05/2023 01:16:27 pm,20.275,-0.06,-0.24,0.37
10/05/2023 01:16:27 pm,20.300,-0.06,-0.23,0.34
10/05/2023 01:16:27 pm,20.325,-0.07,-0.23,0.36
10/05/2023 01:16:27 pm,20.350,-0.07,-0.22,0.40
10/05/2023 01:16:27 pm,20.375,-0.08,-0.21,0.42
10/05/2023 01:16:27 pm,20.400,-0.09,-0.20,0.43
10/05/2023 01:16:27 pm,20.425,-0.09,-0.19,0.44
10/05/2023 01:16:27 pm,20.450,-0.09,-0.17,0.48
10/05/2023 01:16:27 pm,20.475,-0.10,-0.16,0.52
10/05/2023 01:16:27 pm,20.500,-0.10,-0.15,0.54
10/05/2023 01:16:27 pm,20.525,-0.11,-0.13,0.57
10/05/2023 01:16:27 pm,20.550,-0.11,-0.12,0.60
10/05/2023 01:16:27 pm,20.575,-0.11,-0.10,0.63
10/05/2023 01:16:27 pm,20.600,-0.11,-0.09,0.64
10/05/2023 01:16:27 pm,20.625,-0.12,-0.07,0.64
10/05/2023 01:16:27 pm,20.650,-0.12,-0.06,0.64
10/05/2023 01:16:27 pm,20.675,-0.12,-0.04,0.64
10/05/2023 01:16:27 pm,20.700,-0.12,-0.02,0.65
10/05/2023 01:16:27 pm,20.725,-0.12,-0.01,0.65
10/05/2023 01:16:27 pm,20.750,-0.12,0.01,0.64
10/05/2023 01:16:27 pm,20.775,-0.12,0.02,0.61
10/05/2023 01:16:27 pm,20.800,-0.12,0.04,0.60
10/05/2023 01:16:27 pm,20.825,-0.12,0.05,0.62
10/05/2023 01:16:27 pm,20.850,-0.12,0.07,0.62
10/05/2023 01:16:27 pm,20.875,-0.11,0.09,0.60
10/05/2023 01:16:27 pm,20.900,-0.11,0.10,0.57
10/05/2023 01:16:27 pm,20.925,-0.11,0.11,0.55
10/05/2023 01:16:27 pm,20.950,-0.11,0.13,0.54
10/05/2023 01:16:27 pm,20.975,-0.10,0.14,0.52
10/05/2023 01:16:28 pm,21.000,-0.10,0.15,0.49
10/05/2023 01:16:28 pm,21.025,-0.10,0.17,0.46
10/05/2023 01:16:28 pm,21.050,-0.09,0.18,0.42
10/05/2023 01:16:28 pm,21.075,-0.09,0.19,0.37
10/05/2023 01:16:28 pm,21.100,-0.08,0.20,0.35
10/05/2023 01:16:28 pm,21.125,-0.08,0.20,0.35
10/05/2023 01:16:28 pm,21.150,-0.07,0.21,0.34
10/05/2023 01:16:28 pm,21.175,-0.07,0.22,0.32
10/05/2023 01:16:28 pm,21.200,-0.06,0.23,0.31
10/05/2023 01:16:28 pm,21.225,-0.05,0.24,0.33
10/05/2023 01:16:28 pm,21.250,-0.05,0.25,0.32
10/05/2023 01:16:28 pm,21.275,-0.04,0.25,0.26
10/05/2023 01:16:28 pm,21.300,-0.04,0.26,0.18
10/05/2023 01:16:28 pm,21.325,-0.03,0.26,0.12
10/05/2023 01:16:28 pm,21.350,-0.02,0.26,0.07
10/05/2023 01:16:28 pm,21.375,-0.02,0.27,0.14
10/05/2023 01:16:28 pm,21.400,-0.01,0.27,0.30
10/05/2023 01:16:28 pm,21.425,0.00,0.28,0.36
10/05/2023 01:16:28 pm,21.450,0.00,0.29,0.13
10/05/2023 01:16:28 pm,21.475,0.01,0.29,-0.27
10/05/2023 01:16:28 pm,21.500,0.02,0.27,-0.42
10/05/2023 01:16:28 pm,21.525,0.03,0.26,-0.35
10/05/2023 01:16:28 pm,21.550,0.03,0.26,-0.16
10/05/2023 01:16:28 pm,21.575,0.04,0.25,-0.10
10/05/2023 01:16:28 pm,21.600,0.05,0.26,-0.16
10/05/2023 01:16:28 pm,21.625,0.05,0.25,-0.26
10/05/2023 01:16:28 pm,21.650,0.06,0.24,-0.37
10/05/2023 01:16:28 pm,21.675,0.06,0.23,-0.36
10/05/2023 01:16:28 pm,21.700,0.07,0.22,-0.41
10/05/2023 01:16:28 pm,21.725,0.08,0.22,-0.49
10/05/2023 01:16:28 pm,21.750,0.08,0.19,-0.55
10/05/2023 01:16:28 pm,21.775,0.08,0.18,-0.43
10/05/2023 01:16:28 pm,21.800,0.09,0.17,-0.24
10/05/2023 01:16:28 pm,21.825,0.09,0.18,-0.35
10/05/2023 01:16:28 pm,21.850,0.10,0.17,-0.76
10/05/2023 01:16:28 pm,21.875,0.10,0.14,-1.13
10/05/2023 01:16:28 pm,21.900,0.10,0.10,-0.85
10/05/2023 01:16:28 pm,21.925,0.11,0.08,-0.20
10/05/2023 01:16:28 pm,21.950,0.11,0.10,0.16
10/05/2023 01:16:28 pm,21.975,0.11,0.11,-0.14
10/05/2023 01:16:29 pm,22.000,0.11,0.09,-0.87
10/05/2023 01:16:29 pm,22.025,0.12,0.06,-1.37
10/05/2023 01:16:29 pm,22.050,0.12,0.01,-1.40
10/05/2023 01:16:29 pm,22.075,0.12,-0.02,-0.86
10/05/2023 01:16:29 pm,22.100,0.12,-0.04,-0.08
10/05/2023 01:16:29 pm,22.125,0.11,-0.02,0.20
10/05/2023 01:16:29 pm,22.150,0.11,8.70E-4,-0.32
10/05/2023 01:16:29 pm,22.175,0.12,-0.03,-1.13
10/05/2023 01:16:29 pm,22.200,0.11,-0.08,-1.17
10/05/2023 01:16:29 pm,22.225,0.11,-0.11,-0.47
10/05/2023 01:16:29 pm,22.250,0.11,-0.09,-0.09
10/05/2023 01:16:29 pm,22.275,0.11,-0.09,-0.44
10/05/2023 01:16:29 pm,22.300,0.11,-0.12,-0.92
10/05/2023 01:16:29 pm,22.325,0.10,-0.15,-0.74
10/05/2023 01:16:29 pm,22.350,0.10,-0.16,-0.26
10/05/2023 01:16:29 pm,22.375,0.09,-0.15,-0.10
10/05/2023 01:16:29 pm,22.400,0.09,-0.16,-0.27
10/05/2023 01:16:29 pm,22.425,0.08,-0.17,-0.44
10/05/2023 01:16:29 pm,22.450,0.08,-0.18,-0.39
10/05/2023 01:16:29 pm,22.475,0.08,-0.19,-0.32
10/05/2023 01:16:29 pm,22.500,0.07,-0.20,-0.31
10/05/2023 01:16:29 pm,22.525,0.07,-0.21,-0.45
10/05/2023 01:16:29 pm,22.550,0.06,-0.21,-0.72
10/05/2023 01:16:29 pm,22.575,0.05,-0.24,-0.80
10/05/2023 01:16:29 pm,22.600,0.05,-0.27,-0.51
10/05/2023 01:16:29 pm,22.625,0.04,-0.27,0.03
10/05/2023 01:16:29 pm,22.650,0.03,-0.26,0.31
10/05/2023 01:16:29 pm,22.675,0.03,-0.25,0.14
10/05/2023 01:16:29 pm,22.700,0.02,-0.25,-0.23
10/05/2023 01:16:29 pm,22.725,0.02,-0.26,-0.42
10/05/2023 01:16:29 pm,22.750,0.01,-0.28,-0.23
10/05/2023 01:16:29 pm,22.775,0.00,-0.28,0.18
10/05/2023 01:16:29 pm,22.800,0.00,-0.26,0.44
10/05/2023 01:16:29 pm,22.825,-0.01,-0.25,0.40
10/05/2023 01:16:29 pm,22.850,-0.02,-0.24,0.22
10/05/2023 01:16:29 pm,22.875,-0.02,-0.24,0.13
10/05/2023 01:16:29 pm,22.900,-0.03,-0.24,0.16
10/05/2023 01:16:29 pm,22.925,-0.04,-0.23,0.21
10/05/2023 01:16:29 pm,22.950,-0.04,-0.23,0.27
10/05/2023 01:16:29 pm,22.975,-0.05,-0.22,0.31
10/05/2023 01:16:30 pm,23.000,-0.05,-0.21,0.34
10/05/2023 01:16:30 pm,23.025,-0.06,-0.20,0.35
10/05/2023 01:16:30 pm,23.050,-0.06,-0.19,0.35
10/05/2023 01:16:30 pm,23.075,-0.07,-0.19,0.37
10/05/2023 01:16:30 pm,23.100,-0.07,-0.18,0.41
10/05/2023 01:16:30 pm,23.125,-0.08,-0.16,0.46
10/05/2023 01:16:30 pm,23.150,-0.08,-0.15,0.46
10/05/2023 01:16:30 pm,23.175,-0.08,-0.14,0.43
10/05/2023 01:16:30 pm,23.200,-0.09,-0.13,0.41
10/05/2023 01:16:30 pm,23.225,-0.09,-0.12,0.43
10/05/2023 01:16:30 pm,23.250,-0.09,-0.11,0.46
10/05/2023 01:16:30 pm,23.275,-0.10,-0.10,0.49
10/05/2023 01:16:30 pm,23.300,-0.10,-0.09,0.53
10/05/2023 01:16:30 pm,23.325,-0.10,-0.07,0.56
10/05/2023 01:16:30 pm,23.350,-0.10,-0.06,0.56
10/05/2023 01:16:30 pm,23.375,-0.10,-0.04,0.54
10/05/2023 01:16:30 pm,23.400,-0.10,-0.03,0.54
10/05/2023 01:16:30 pm,23.425,-0.10,-0.02,0.57
10/05/2023 01:16:30 pm,23.450,-0.10,0.00,0.57
10/05/2023 01:16:30 pm,23.475,-0.10,0.01,0.55
10/05/2023 01:16:30 pm,23.500,-0.10,0.03,0.52
10/05/2023 01:16:30 pm,23.525,-0.10,0.04,0.50
10/05/2023 01:16:30 pm,23.550,-0.10,0.05,0.50
10/05/2023 01:16:30 pm,23.575,-0.10,0.06,0.50
10/05/2023 01:16:30 pm,23.600,-0.10,0.08,0.50
10/05/2023 01:16:30 pm,23.625,-0.10,0.09,0.50
10/05/2023 01:16:30 pm,23.650,-0.09,0.10,0.48
10/05/2023 01:16:30 pm,23.675,-0.09,0.11,0.44
10/05/2023 01:16:30 pm,23.700,-0.09,0.12,0.40
10/05/2023 01:16:30 pm,23.725,-0.08,0.13,0.37
10/05/2023 01:16:30 pm,23.750,-0.08,0.14,0.37
10/05/2023 01:16:30 pm,23.775,-0.08,0.15,0.37
10/05/2023 01:16:30 pm,23.800,-0.07,0.16,0.36
10/05/2023 01:16:30 pm,23.825,-0.07,0.17,0.34
10/05/2023 01:16:30 pm,23.850,-0.07,0.18,0.31
10/05/2023 01:16:30 pm,23.875,-0.06,0.18,0.31
10/05/2023 01:16:30 pm,23.900,-0.06,0.19,0.33
10/05/2023 01:16:30 pm,23.925,-0.05,0.20,0.32
10/05/2023 01:16:30 pm,23.950,-0.05,0.21,0.26
10/05/2023 01:16:30 pm,23.975,-0.04,0.21,0.18
10/05/2023 01:16:31 pm,24.000,-0.04,0.22,0.15
10/05/2023 01:16:31 pm,24.025,-0.03,0.22,0.13
10/05/2023 01:16:31 pm,24.050,-0.02,0.22,0.11
10/05/2023 01:16:31 pm,24.075,-0.02,0.23,0.08
10/05/2023 01:16:31 pm,24.100,-0.01,0.23,0.04
10/05/2023 01:16:31 pm,24.125,-0.01,0.23,0.10
10/05/2023 01:16:31 pm,24.150,0.00,0.23,0.26
10/05/2023 01:16:31 pm,24.175,0.00,0.24,0.33
10/05/2023 01:16:31 pm,24.200,0.01,0.25,0.15
10/05/2023 01:16:31 pm,24.225,0.02,0.25,-0.23
10/05/2023 01:16:31 pm,24.250,0.02,0.24,-0.47
10/05/2023 01:16:31 pm,24.275,0.03,0.22,-0.43
10/05/2023 01:16:31 pm,24.300,0.03,0.22,-0.31
10/05/2023 01:16:31 pm,24.325,0.04,0.21,-0.26
10/05/2023 01:16:31 pm,24.350,0.04,0.20,-0.32
10/05/2023 01:16:31 pm,24.375,0.05,0.20,-0.29
10/05/2023 01:16:31 pm,24.400,0.05,0.18,-0.07
10/05/2023 01:16:31 pm,24.425,0.06,0.19,0.10
10/05/2023 01:16:31 pm,24.450,0.06,0.20,-0.07
10/05/2023 01:16:31 pm,24.475,0.07,0.19,-0.52
10/05/2023 01:16:31 pm,24.500,0.07,0.17,-0.78
10/05/2023 01:16:31 pm,24.525,0.08,0.14,-0.73
10/05/2023 01:16:31 pm,24.550,0.08,0.13,-0.58
10/05/2023 01:16:31 pm,24.575,0.08,0.12,-0.54
10/05/2023 01:16:31 pm,24.600,0.09,0.10,-0.52
10/05/2023 01:16:31 pm,24.625,0.09,0.09,-0.48
10/05/2023 01:16:31 pm,24.650,0.09,0.08,-0.48
10/05/2023 01:16:31 pm,24.675,0.09,0.07,-0.49
10/05/2023 01:16:31 pm,24.700,0.09,0.05,-0.48
10/05/2023 01:16:31 pm,24.725,0.10,0.05,-0.45
10/05/2023 01:16:31 pm,24.750,0.10,0.03,-0.47
10/05/2023 01:16:31 pm,24.775,0.10,0.02,-0.51
10/05/2023 01:16:31 pm,24.800,0.10,0.01,-0.52
10/05/2023 01:16:31 pm,24.825,0.10,0.00,-0.51
10/05/2023 01:16:31 pm,24.850,0.10,-0.02,-0.48
10/05/2023 01:16:31 pm,24.875,0.10,-0.03,-0.44
10/05/2023 01:16:31 pm,24.900,0.10,-0.04,-0.41
10/05/2023 01:16:31 pm,24.925,0.10,-0.05,-0.43
10/05/2023 01:16:31 pm,24.950,0.09,-0.06,-0.47
10/05/2023 01:16:31 pm,24.975,0.09,-0.07,-0.45
10/05/2023 01:16:32 pm,25.000,0.09,-0.08,-0.44
10/05/2023 01:16:32 pm,25.025,0.09,-0.09,-0.49
10/05/2023 01:16:32 pm,25.050,0.09,-0.11,-0.51
10/05/2023 01:16:32 pm,25.075,0.08,-0.12,-0.42
10/05/2023 01:16:32 pm,25.100,0.08,-0.13,-0.41
10/05/2023 01:16:32 pm,25.125,0.08,-0.13,-0.63
10/05/2023 01:16:32 pm,25.150,0.07,-0.16,-0.83
10/05/2023 01:16:32 pm,25.175,0.07,-0.19,-0.59
10/05/2023 01:16:32 pm,25.200,0.06,-0.20,-0.06
10/05/2023 01:16:32 pm,25.225,0.06,-0.18,0.17
10/05/2023 01:16:32 pm,25.250,0.05,-0.17,-0.01
10/05/2023 01:16:32 pm,25.275,0.05,-0.19,-0.24
10/05/2023 01:16:32 pm,25.300,0.04,-0.19,-0.23
10/05/2023 01:16:32 pm,25.325,0.04,-0.20,-0.15
10/05/2023 01:16:32 pm,25.350,0.03,-0.20,-0.13
10/05/2023 01:16:32 pm,25.375,0.03,-0.21,-0.21
10/05/2023 01:16:32 pm,25.400,0.02,-0.21,-0.39
10/05/2023 01:16:32 pm,25.425,0.02,-0.22,-0.45
10/05/2023 01:16:32 pm,25.450,0.01,-0.24,-0.24
10/05/2023 01:16:32 pm,25.475,0.01,-0.24,0.18
10/05/2023 01:16:32 pm,25.500,0.00,-0.23,0.39
10/05/2023 01:16:32 pm,25.525,0.00,-0.21,0.31
10/05/2023 01:16:32 pm,25.550,-0.01,-0.21,0.16
10/05/2023 01:16:32 pm,25.575,-0.01,-0.21,0.10
10/05/2023 01:16:32 pm,25.600,-0.02,-0.20,0.13
10/05/2023 01:16:32 pm,25.625,-0.02,-0.20,0.14
10/05/2023 01:16:32 pm,25.650,-0.03,-0.20,0.17
10/05/2023 01:16:32 pm,25.675,-0.03,-0.19,0.20
10/05/2023 01:16:32 pm,25.700,-0.04,-0.19,0.23
10/05/2023 01:16:32 pm,25.725,-0.04,-0.18,0.27
10/05/2023 01:16:32 pm,25.750,-0.05,-0.17,0.33
10/05/2023 01:16:32 pm,25.775,-0.05,-0.16,0.35
10/05/2023 01:16:32 pm,25.800,-0.06,-0.16,0.33
10/05/2023 01:16:32 pm,25.825,-0.06,-0.15,0.31
10/05/2023 01:16:32 pm,25.850,-0.06,-0.14,0.33
10/05/2023 01:16:32 pm,25.875,-0.07,-0.13,0.37
10/05/2023 01:16:32 pm,25.900,-0.07,-0.12,0.39
10/05/2023 01:16:32 pm,25.925,-0.07,-0.11,0.40
10/05/2023 01:16:32 pm,25.950,-0.08,-0.10,0.43
10/05/2023 01:16:32 pm,25.975,-0.08,-0.09,0.47
10/05/2023 01:16:33 pm,26.000,-0.08,-0.08,0.47
10/05/2023 01:16:33 pm,26.025,-0.08,-0.07,0.44
10/05/2023 01:16:33 pm,26.050,-0.08,-0.06,0.42
10/05/2023 01:16:33 pm,26.075,-0.09,-0.05,0.42
10/05/2023 01:16:33 pm,26.100,-0.09,-0.04,0.44
