"Date and Time Run 1","Time (s) Run 1","Position, Ch C:1 (m) Run 1","Velocity, Ch C:1 (m/s) Run 1","Acceleration, Ch C:1 (m/s²) Run 1"
10/05/2023 01:16:33 pm,26.125,-0.09,-0.02,0.45
10/05/2023 01:16:33 pm,26.150,-0.09,-0.01,0.46
10/05/2023 01:16:33 pm,26.175,-0.09,0.00,0.45
10/05/2023 01:16:33 pm,26.200,-0.09,0.01,0.44
10/05/2023 01:16:33 pm,26.225,-0.09,0.02,0.42
10/05/2023 01:16:33 pm,26.250,-0.09,0.03,0.41
10/05/2023 01:16:33 pm,26.275,-0.09,0.04,0.41
10/05/2023 01:16:33 pm,26.300,-0.08,0.05,0.41
10/05/2023 01:16:33 pm,26.325,-0.08,0.06,0.41
10/05/2023 01:16:33 pm,26.350,-0.08,0.07,0.38
10/05/2023 01:16:33 pm,26.375,-0.08,0.08,0.37
10/05/2023 01:16:33 pm,26.400,-0.08,0.09,0.38
10/05/2023 01:16:33 pm,26.425,-0.08,0.10,0.42
10/05/2023 01:16:33 pm,26.450,-0.07,0.11,0.43
10/05/2023 01:16:33 pm,26.475,-0.07,0.12,0.37
10/05/2023 01:16:33 pm,26.500,-0.07,0.13,0.28
10/05/2023 01:16:33 pm,26.525,-0.06,0.13,0.24
10/05/2023 01:16:33 pm,26.550,-0.06,0.14,0.27
10/05/2023 01:16:33 pm,26.575,-0.06,0.15,0.32
10/05/2023 01:16:33 pm,26.600,-0.05,0.16,0.32
10/05/2023 01:16:33 pm,26.625,-0.05,0.17,0.28
10/05/2023 01:16:33 pm,26.650,-0.04,0.17,0.24
10/05/2023 01:16:33 pm,26.675,-0.04,0.18,0.19
10/05/2023 01:16:33 pm,26.700,-0.04,0.18,0.15
10/05/2023 01:16:33 pm,26.725,-0.03,0.18,0.10
10/05/2023 01:16:33 pm,26.750,-0.03,0.19,0.07
10/05/2023 01:16:33 pm,26.775,-0.02,0.19,0.05
10/05/2023 01:16:33 pm,26.800,-0.02,0.19,0.05
10/05/2023 01:16:33 pm,26.825,-0.01,0.19,0.05
10/05/2023 01:16:33 pm,26.850,-0.01,0.19,0.03
10/05/2023 01:16:33 pm,26.875,0.00,0.19,0.00
10/05/2023 01:16:33 pm,26.900,0.00,0.19,0.06
10/05/2023 01:16:33 pm,26.925,0.01,0.19,0.23
10/05/2023 01:16:33 pm,26.950,0.01,0.20,0.31
10/05/2023 01:16:33 pm,26.975,0.02,0.22,0.08
10/05/2023 01:16:34 pm,27.000,0.02,0.21,-0.32
10/05/2023 01:16:34 pm,27.025,0.03,0.19,-0.49
10/05/2023 01:16:34 pm,27.050,0.03,0.18,-0.39
10/05/2023 01:16:34 pm,27.075,0.04,0.18,-0.19
10/05/2023 01:16:34 pm,27.100,0.04,0.17,0.00
10/05/2023 01:16:34 pm,27.125,0.05,0.17,0.05
10/05/2023 01:16:34 pm,27.150,0.05,0.18,-0.25
10/05/2023 01:16:34 pm,27.175,0.06,0.17,-0.90
10/05/2023 01:16:34 pm,27.200,0.06,0.13,-1.15
10/05/2023 01:16:34 pm,27.225,0.06,0.09,-0.61
10/05/2023 01:16:34 pm,27.250,0.06,0.09,0.22
10/05/2023 01:16:34 pm,27.275,0.06,0.12,0.36
10/05/2023 01:16:34 pm,27.300,0.07,0.13,-0.34
10/05/2023 01:16:34 pm,27.325,0.07,0.10,-1.09
10/05/2023 01:16:34 pm,27.350,0.07,0.06,-1.14
10/05/2023 01:16:34 pm,27.375,0.08,0.03,-0.46
10/05/2023 01:16:34 pm,27.400,0.08,0.04,0.25
10/05/2023 01:16:34 pm,27.425,0.08,0.06,0.29
10/05/2023 01:16:34 pm,27.450,0.08,0.07,-0.25
10/05/2023 01:16:34 pm,27.475,0.08,0.04,-0.70
10/05/2023 01:16:34 pm,27.500,0.08,0.02,-0.72
10/05/2023 01:16:34 pm,27.525,0.08,0.01,-0.50
10/05/2023 01:16:34 pm,27.550,0.08,0.00,-0.49
10/05/2023 01:16:34 pm,27.575,0.08,-0.01,-0.72
10/05/2023 01:16:34 pm,27.600,0.08,-0.04,-0.85
10/05/2023 01:16:34 pm,27.625,0.08,-0.07,-0.54
10/05/2023 01:16:34 pm,27.650,0.08,-0.08,0.14
10/05/2023 01:16:34 pm,27.675,0.08,-0.06,0.51
10/05/2023 01:16:34 pm,27.700,0.07,-0.03,0.10
10/05/2023 01:16:34 pm,27.725,0.07,-0.04,-0.78
10/05/2023 01:16:34 pm,27.750,0.07,-0.08,-1.14
10/05/2023 01:16:34 pm,27.775,0.07,-0.12,-0.58
10/05/2023 01:16:34 pm,27.800,0.07,-0.12,0.11
10/05/2023 01:16:34 pm,27.825,0.06,-0.09,0.04
10/05/2023 01:16:34 pm,27.850,0.06,-0.10,-0.64
10/05/2023 01:16:34 pm,27.875,0.06,-0.14,-0.93
10/05/2023 01:16:34 pm,27.900,0.05,-0.17,-0.51
10/05/2023 01:16:34 pm,27.925,0.05,-0.16,0.01
10/05/2023 01:16:34 pm,27.950,0.05,-0.15,0.15
10/05/2023 01:16:34 pm,27.975,0.04,-0.15,0.01
10/05/2023 01:16:35 pm,28.000,0.04,-0.15,-0.13
10/05/2023 01:16:35 pm,28.025,0.04,-0.16,-0.32
10/05/2023 01:16:35 pm,28.050,0.03,-0.17,-0.55
10/05/2023 01:16:35 pm,28.075,0.03,-0.19,-0.57
10/05/2023 01:16:35 pm,28.100,0.02,-0.20,-0.25
10/05/2023 01:16:35 pm,28.125,0.02,-0.20,0.21
10/05/2023 01:16:35 pm,28.150,0.01,-0.19,0.40
10/05/2023 01:16:35 pm,28.175,0.01,-0.17,0.27
10/05/2023 01:16:35 pm,28.200,0.00,-0.17,0.08
10/05/2023 01:16:35 pm,28.225,0.00,-0.17,0.01
10/05/2023 01:16:35 pm,28.250,-0.01,-0.17,0.04
10/05/2023 01:16:35 pm,28.275,-0.01,-0.17,0.05
10/05/2023 01:16:35 pm,28.300,-0.01,-0.17,0.07
10/05/2023 01:16:35 pm,28.325,-0.02,-0.17,0.11
10/05/2023 01:16:35 pm,28.350,-0.02,-0.17,0.15
10/05/2023 01:16:35 pm,28.375,-0.03,-0.16,0.18
10/05/2023 01:16:35 pm,28.400,-0.03,-0.16,0.18
10/05/2023 01:16:35 pm,28.425,-0.03,-0.15,0.17
10/05/2023 01:16:35 pm,28.450,-0.04,-0.15,0.17
10/05/2023 01:16:35 pm,28.475,-0.04,-0.14,0.20
10/05/2023 01:16:35 pm,28.500,-0.05,-0.14,0.23
10/05/2023 01:16:35 pm,28.525,-0.05,-0.13,0.29
10/05/2023 01:16:35 pm,28.550,-0.05,-0.12,0.35
10/05/2023 01:16:35 pm,28.575,-0.06,-0.11,0.38
10/05/2023 01:16:35 pm,28.600,-0.06,-0.10,0.35
10/05/2023 01:16:35 pm,28.625,-0.06,-0.10,0.31
10/05/2023 01:16:35 pm,28.650,-0.06,-0.09,0.30
10/05/2023 01:16:35 pm,28.675,-0.06,-0.08,0.34
10/05/2023 01:16:35 pm,28.700,-0.07,-0.07,0.37
10/05/2023 01:16:35 pm,28.725,-0.07,-0.06,0.39
10/05/2023 01:16:35 pm,28.750,-0.07,-0.05,0.40
10/05/2023 01:16:35 pm,28.775,-0.07,-0.04,0.41
10/05/2023 01:16:35 pm,28.800,-0.07,-0.03,0.43
10/05/2023 01:16:35 pm,28.825,-0.07,-0.02,0.41
10/05/2023 01:16:35 pm,28.850,-0.07,-0.01,0.38
10/05/2023 01:16:35 pm,28.875,-0.07,0.00,0.37
10/05/2023 01:16:35 pm,28.900,-0.07,0.01,0.40
10/05/2023 01:16:35 pm,28.925,-0.07,0.02,0.43
10/05/2023 01:16:35 pm,28.950,-0.07,0.03,0.41
10/05/2023 01:16:35 pm,28.975,-0.07,0.04,0.36
10/05/2023 01:16:36 pm,29.000,-0.07,0.05,0.34
10/05/2023 01:16:36 pm,29.025,-0.07,0.05,0.35
10/05/2023 01:16:36 pm,29.050,-0.07,0.06,0.35
10/05/2023 01:16:36 pm,29.075,-0.07,0.07,0.31
10/05/2023 01:16:36 pm,29.100,-0.06,0.08,0.28
10/05/2023 01:16:36 pm,29.125,-0.06,0.09,0.28
10/05/2023 01:16:36 pm,29.150,-0.06,0.09,0.30
10/05/2023 01:16:36 pm,29.175,-0.06,0.10,0.31
10/05/2023 01:16:36 pm,29.200,-0.05,0.11,0.31
10/05/2023 01:16:36 pm,29.225,-0.05,0.12,0.27
10/05/2023 01:16:36 pm,29.250,-0.05,0.12,0.23
10/05/2023 01:16:36 pm,29.275,-0.05,0.13,0.21
10/05/2023 01:16:36 pm,29.300,-0.04,0.13,0.21
10/05/2023 01:16:36 pm,29.325,-0.04,0.14,0.19
10/05/2023 01:16:36 pm,29.350,-0.04,0.14,0.14
10/05/2023 01:16:36 pm,29.375,-0.03,0.15,0.09
10/05/2023 01:16:36 pm,29.400,-0.03,0.15,0.08
10/05/2023 01:16:36 pm,29.425,-0.02,0.15,0.08
10/05/2023 01:16:36 pm,29.450,-0.02,0.15,0.08
10/05/2023 01:16:36 pm,29.475,-0.02,0.15,0.07
10/05/2023 01:16:36 pm,29.500,-0.01,0.16,0.05
10/05/2023 01:16:36 pm,29.525,-0.01,0.16,0.03
10/05/2023 01:16:36 pm,29.550,0.00,0.16,0.10
10/05/2023 01:16:36 pm,29.575,-7.30E-4,0.16,0.25
10/05/2023 01:16:36 pm,29.600,0.00,0.17,0.32
10/05/2023 01:16:36 pm,29.625,0.01,0.18,0.12
10/05/2023 01:16:36 pm,29.650,0.01,0.18,-0.26
10/05/2023 01:16:36 pm,29.675,0.02,0.16,-0.46
10/05/2023 01:16:36 pm,29.700,0.02,0.15,-0.38
10/05/2023 01:16:36 pm,29.725,0.02,0.15,-0.20
10/05/2023 01:16:36 pm,29.750,0.03,0.14,-0.16
10/05/2023 01:16:36 pm,29.775,0.03,0.14,-0.25
10/05/2023 01:16:36 pm,29.800,0.03,0.13,-0.33
10/05/2023 01:16:36 pm,29.825,0.04,0.12,-0.32
10/05/2023 01:16:36 pm,29.850,0.04,0.11,-0.23
10/05/2023 01:16:36 pm,29.875,0.04,0.11,-0.15
10/05/2023 01:16:36 pm,29.900,0.05,0.11,-0.18
10/05/2023 01:16:36 pm,29.925,0.05,0.10,-0.28
10/05/2023 01:16:36 pm,29.950,0.05,0.09,-0.36
10/05/2023 01:16:36 pm,29.975,0.05,0.08,-0.40
10/05/2023 01:16:37 pm,30.000,0.06,0.07,-0.38
10/05/2023 01:16:37 pm,30.025,0.06,0.06,-0.36
10/05/2023 01:16:37 pm,30.050,0.06,0.06,-0.36
10/05/2023 01:16:37 pm,30.075,0.06,0.05,-0.37
10/05/2023 01:16:37 pm,30.100,0.06,0.04,-0.37
10/05/2023 01:16:37 pm,30.125,0.06,0.03,-0.34
10/05/2023 01:16:37 pm,30.150,0.06,0.02,-0.35
10/05/2023 01:16:37 pm,30.175,0.06,0.01,-0.40
10/05/2023 01:16:37 pm,30.200,0.06,-4.40E-4,-0.44
10/05/2023 01:16:37 pm,30.225,0.06,-0.01,-0.41
10/05/2023 01:16:37 pm,30.250,0.06,-0.02,-0.32
10/05/2023 01:16:37 pm,30.275,0.06,-0.03,-0.26
10/05/2023 01:16:37 pm,30.300,0.06,-0.03,-0.26
10/05/2023 01:16:37 pm,30.325,0.06,-0.04,-0.30
10/05/2023 01:16:37 pm,30.350,0.06,-0.05,-0.32
10/05/2023 01:16:37 pm,30.375,0.06,-0.06,-0.31
10/05/2023 01:16:37 pm,30.400,0.06,-0.06,-0.34
10/05/2023 01:16:37 pm,30.425,0.05,-0.07,-0.36
10/05/2023 01:16:37 pm,30.450,0.05,-0.08,-0.35
10/05/2023 01:16:37 pm,30.475,0.05,-0.09,-0.28
10/05/2023 01:16:37 pm,30.500,0.05,-0.10,-0.24
10/05/2023 01:16:37 pm,30.525,0.05,-0.10,-0.25
10/05/2023 01:16:37 pm,30.550,0.04,-0.11,-0.23
10/05/2023 01:16:37 pm,30.575,0.04,-0.12,-0.16
10/05/2023 01:16:37 pm,30.600,0.04,-0.12,-0.10
10/05/2023 01:16:37 pm,30.625,0.03,-0.12,-0.13
10/05/2023 01:16:37 pm,30.650,0.03,-0.12,-0.20
10/05/2023 01:16:37 pm,30.675,0.03,-0.13,-0.24
10/05/2023 01:16:37 pm,30.700,0.02,-0.14,-0.27
10/05/2023 01:16:37 pm,30.725,0.02,-0.14,-0.37
10/05/2023 01:16:37 pm,30.750,0.02,-0.15,-0.40
10/05/2023 01:16:37 pm,30.775,0.01,-0.17,-0.20
10/05/2023 01:16:37 pm,30.800,0.01,-0.17,0.18
10/05/2023 01:16:37 pm,30.825,0.01,-0.15,0.39
10/05/2023 01:16:37 pm,30.850,0.00,-0.14,0.32
10/05/2023 01:16:37 pm,30.875,0.00,-0.14,0.13
10/05/2023 01:16:37 pm,30.900,-0.01,-0.14,0.04
10/05/2023 01:16:37 pm,30.925,-0.01,-0.14,0.08
10/05/2023 01:16:37 pm,30.950,-0.01,-0.13,0.11
10/05/2023 01:16:37 pm,30.975,-0.02,-0.13,0.12
10/05/2023 01:16:38 pm,31.000,-0.02,-0.13,0.10
10/05/2023 01:16:38 pm,31.025,-0.02,-0.13,0.10
10/05/2023 01:16:38 pm,31.050,-0.02,-0.12,0.11
10/05/2023 01:16:38 pm,31.075,-0.03,-0.12,0.13
10/05/2023 01:16:38 pm,31.100,-0.03,-0.12,0.14
10/05/2023 01:16:38 pm,31.125,-0.03,-0.11,0.14
10/05/2023 01:16:38 pm,31.150,-0.04,-0.11,0.17
10/05/2023 01:16:38 pm,31.175,-0.04,-0.10,0.22
10/05/2023 01:16:38 pm,31.200,-0.04,-0.10,0.25
10/05/2023 01:16:38 pm,31.225,-0.04,-0.09,0.25
10/05/2023 01:16:38 pm,31.250,-0.05,-0.09,0.24
10/05/2023 01:16:38 pm,31.275,-0.05,-0.08,0.25
10/05/2023 01:16:38 pm,31.300,-0.05,-0.07,0.27
10/05/2023 01:16:38 pm,31.325,-0.05,-0.07,0.28
10/05/2023 01:16:38 pm,31.350,-0.05,-0.06,0.30
10/05/2023 01:16:38 pm,31.375,-0.05,-0.05,0.34
10/05/2023 01:16:38 pm,31.400,-0.06,-0.04,0.35
10/05/2023 01:16:38 pm,31.425,-0.06,-0.03,0.34
10/05/2023 01:16:38 pm,31.450,-0.06,-0.02,0.33
10/05/2023 01:16:38 pm,31.475,-0.06,-0.02,0.32
10/05/2023 01:16:38 pm,31.500,-0.06,-0.01,0.31
10/05/2023 01:16:38 pm,31.525,-0.06,-2.72E-4,0.28
10/05/2023 01:16:38 pm,31.550,-0.06,0.01,0.27
10/05/2023 01:16:38 pm,31.575,-0.06,0.01,0.29
10/05/2023 01:16:38 pm,31.600,-0.06,0.02,0.31
10/05/2023 01:16:38 pm,31.625,-0.06,0.03,0.31
10/05/2023 01:16:38 pm,31.650,-0.06,0.04,0.31
10/05/2023 01:16:38 pm,31.675,-0.06,0.04,0.30
10/05/2023 01:16:38 pm,31.700,-0.05,0.05,0.29
10/05/2023 01:16:38 pm,31.725,-0.05,0.06,0.28
10/05/2023 01:16:38 pm,31.750,-0.05,0.07,0.25
10/05/2023 01:16:38 pm,31.775,-0.05,0.07,0.21
10/05/2023 01:16:38 pm,31.800,-0.05,0.08,0.20
10/05/2023 01:16:38 pm,31.825,-0.05,0.08,0.21
10/05/2023 01:16:38 pm,31.850,-0.04,0.09,0.21
10/05/2023 01:16:38 pm,31.875,-0.04,0.09,0.21
10/05/2023 01:16:38 pm,31.900,-0.04,0.10,0.18
10/05/2023 01:16:38 pm,31.925,-0.04,0.10,0.15
10/05/2023 01:16:38 pm,31.950,-0.03,0.10,0.12
10/05/2023 01:16:38 pm,31.975,-0.03,0.11,0.10
10/05/2023 01:16:39 pm,32.000,-0.03,0.11,0.09
10/05/2023 01:16:39 pm,32.025,-0.03,0.11,0.08
10/05/2023 01:16:39 pm,32.050,-0.02,0.11,0.07
10/05/2023 01:16:39 pm,32.075,-0.02,0.11,0.06
10/05/2023 01:16:39 pm,32.100,-0.02,0.12,0.07
10/05/2023 01:16:39 pm,32.125,-0.01,0.12,0.08
10/05/2023 01:16:39 pm,32.150,-0.01,0.12,0.06
10/05/2023 01:16:39 pm,32.175,-0.01,0.12,0.02
10/05/2023 01:16:39 pm,32.200,-0.01,0.12,-0.01
10/05/2023 01:16:39 pm,32.225,0.00,0.12,-0.04
10/05/2023 01:16:39 pm,32.250,3.57E-4,0.12,-0.04
10/05/2023 01:16:39 pm,32.275,0.00,0.12,0.07
10/05/2023 01:16:39 pm,32.300,0.01,0.12,0.29
10/05/2023 01:16:39 pm,32.325,0.01,0.13,0.28
10/05/2023 01:16:39 pm,32.350,0.01,0.15,-0.18
10/05/2023 01:16:39 pm,32.375,0.02,0.13,-0.65
10/05/2023 01:16:39 pm,32.400,0.02,0.09,-0.47
10/05/2023 01:16:39 pm,32.425,0.02,0.09,0.13
10/05/2023 01:16:39 pm,32.450,0.02,0.12,0.34
10/05/2023 01:16:39 pm,32.475,0.03,0.13,-0.05
10/05/2023 01:16:39 pm,32.500,0.03,0.11,-0.42
10/05/2023 01:16:39 pm,32.525,0.03,0.09,-0.42
10/05/2023 01:16:39 pm,32.550,0.03,0.09,-0.27
10/05/2023 01:16:39 pm,32.575,0.04,0.08,-0.24
10/05/2023 01:16:39 pm,32.600,0.04,0.08,-0.31
10/05/2023 01:16:39 pm,32.625,0.04,0.07,-0.31
10/05/2023 01:16:39 pm,32.650,0.04,0.06,-0.25
10/05/2023 01:16:39 pm,32.675,0.04,0.06,-0.20
10/05/2023 01:16:39 pm,32.700,0.04,0.05,-0.23
10/05/2023 01:16:39 pm,32.725,0.05,0.04,-0.31
10/05/2023 01:16:39 pm,32.750,0.05,0.03,-0.31
10/05/2023 01:16:39 pm,32.775,0.05,0.03,-0.27
10/05/2023 01:16:39 pm,32.800,0.05,0.02,-0.26
10/05/2023 01:16:39 pm,32.825,0.05,0.02,-0.32
10/05/2023 01:16:39 pm,32.850,0.05,0.01,-0.38
10/05/2023 01:16:39 pm,32.875,0.05,-0.01,-0.38
10/05/2023 01:16:39 pm,32.900,0.05,-0.01,-0.30
10/05/2023 01:16:39 pm,32.925,0.05,-0.02,-0.19
10/05/2023 01:16:39 pm,32.950,0.05,-0.02,-0.13
10/05/2023 01:16:39 pm,32.975,0.05,-0.02,-0.16
10/05/2023 01:16:40 pm,33.000,0.05,-0.03,-0.25
10/05/2023 01:16:40 pm,33.025,0.05,-0.04,-0.33
10/05/2023 01:16:40 pm,33.050,0.04,-0.05,-0.31
10/05/2023 01:16:40 pm,33.075,0.04,-0.06,-0.25
10/05/2023 01:16:40 pm,33.100,0.04,-0.06,-0.21
10/05/2023 01:16:40 pm,33.125,0.04,-0.07,-0.23
10/05/2023 01:16:40 pm,33.150,0.04,-0.07,-0.28
10/05/2023 01:16:40 pm,33.175,0.04,-0.08,-0.26
10/05/2023 01:16:40 pm,33.200,0.04,-0.09,-0.18
10/05/2023 01:16:40 pm,33.225,0.03,-0.09,-0.09
10/05/2023 01:16:40 pm,33.250,0.03,-0.09,-0.07
10/05/2023 01:16:40 pm,33.275,0.03,-0.09,-0.09
10/05/2023 01:16:40 pm,33.300,0.03,-0.09,-0.09
10/05/2023 01:16:40 pm,33.325,0.02,-0.10,-0.07
10/05/2023 01:16:40 pm,33.350,0.02,-0.10,-0.13
10/05/2023 01:16:40 pm,33.375,0.02,-0.10,-0.33
10/05/2023 01:16:40 pm,33.400,0.02,-0.11,-0.47
10/05/2023 01:16:40 pm,33.425,0.01,-0.13,-0.30
10/05/2023 01:16:40 pm,33.450,0.01,-0.14,0.13
10/05/2023 01:16:40 pm,33.475,0.01,-0.12,0.39
10/05/2023 01:16:40 pm,33.500,0.00,-0.10,0.30
10/05/2023 01:16:40 pm,33.525,0.00,-0.10,0.09
10/05/2023 01:16:40 pm,33.550,0.00,-0.11,0.00
10/05/2023 01:16:40 pm,33.575,0.00,-0.10,0.03
10/05/2023 01:16:40 pm,33.600,-0.01,-0.10,0.06
10/05/2023 01:16:40 pm,33.625,-0.01,-0.10,0.09
10/05/2023 01:16:40 pm,33.650,-0.01,-0.10,0.11
10/05/2023 01:16:40 pm,33.675,-0.01,-0.10,0.12
10/05/2023 01:16:40 pm,33.700,-0.02,-0.09,0.10
10/05/2023 01:16:40 pm,33.725,-0.02,-0.09,0.10
10/05/2023 01:16:40 pm,33.750,-0.02,-0.09,0.11
10/05/2023 01:16:40 pm,33.775,-0.02,-0.08,0.11
10/05/2023 01:16:40 pm,33.800,-0.03,-0.08,0.12
10/05/2023 01:16:40 pm,33.825,-0.03,-0.08,0.13
10/05/2023 01:16:40 pm,33.850,-0.03,-0.08,0.14
10/05/2023 01:16:40 pm,33.875,-0.03,-0.07,0.14
10/05/2023 01:16:40 pm,33.900,-0.03,-0.07,0.14
10/05/2023 01:16:40 pm,33.925,-0.03,-0.07,0.16
10/05/2023 01:16:40 pm,33.950,-0.04,-0.06,0.18
10/05/2023 01:16:40 pm,33.975,-0.04,-0.06,0.21
10/05/2023 01:16:41 pm,34.000,-0.04,-0.05,0.22
10/05/2023 01:16:41 pm,34.025,-0.04,-0.05,0.23
10/05/2023 01:16:41 pm,34.050,-0.04,-0.04,0.22
10/05/2023 01:16:41 pm,34.075,-0.04,-0.03,0.21
10/05/2023 01:16:41 pm,34.100,-0.04,-0.03,0.20
10/05/2023 01:16:41 pm,34.125,-0.04,-0.02,0.21
10/05/2023 01:16:41 pm,34.150,-0.04,-0.02,0.22
10/05/2023 01:16:41 pm,34.175,-0.04,-0.01,0.22
10/05/2023 01:16:41 pm,34.200,-0.04,-0.01,0.21
10/05/2023 01:16:41 pm,34.225,-0.05,0.00,0.22
10/05/2023 01:16:41 pm,34.250,-0.05,0.00,0.24
10/05/2023 01:16:41 pm,34.275,-0.04,0.01,0.25
10/05/2023 01:16:41 pm,34.300,-0.04,0.02,0.23
10/05/2023 01:16:41 pm,34.325,-0.04,0.02,0.21
10/05/2023 01:16:41 pm,34.350,-0.04,0.03,0.19
10/05/2023 01:16:41 pm,34.375,-0.04,0.03,0.18
10/05/2023 01:16:41 pm,34.400,-0.04,0.04,0.18
10/05/2023 01:16:41 pm,34.425,-0.04,0.04,0.18
10/05/2023 01:16:41 pm,34.450,-0.04,0.04,0.17
10/05/2023 01:16:41 pm,34.475,-0.04,0.05,0.17
10/05/2023 01:16:41 pm,34.500,-0.04,0.05,0.17
10/05/2023 01:16:41 pm,34.525,-0.04,0.06,0.15
10/05/2023 01:16:41 pm,34.550,-0.03,0.06,0.11
10/05/2023 01:16:41 pm,34.575,-0.03,0.06,0.10
10/05/2023 01:16:41 pm,34.600,-0.03,0.06,0.13
10/05/2023 01:16:41 pm,34.625,-0.03,0.07,0.15
10/05/2023 01:16:41 pm,34.650,-0.03,0.07,0.13
10/05/2023 01:16:41 pm,34.675,-0.03,0.08,0.09
10/05/2023 01:16:41 pm,34.700,-0.02,0.08,0.05
10/05/2023 01:16:41 pm,34.725,-0.02,0.08,0.05
10/05/2023 01:16:41 pm,34.750,-0.02,0.08,0.07
10/05/2023 01:16:41 pm,34.775,-0.02,0.08,0.08
